school_name,wm_source,wm_category,wm_rank,wm_social_mobility_rank,wm_research_rank,wm_service_rank,wm_grad_rate_8yr,wm_pell_graduates,wm_net_price
Bluefield College,main,Master's Universities,380,187.0,0.0,0.0809371,0.4755816,-0.0206906,20924.78
Belhaven University,main,National Universities,380,296.0,0.0,0.0339574,0.4759353,-0.0499935,16353.42
Dominican University of CA,main,Master's Universities,381,561.0,0.8366666,0.1171157,0.7071539,-0.092887,38950.12
William Carey University,main,National Universities,381,361.0,0.0,0.0326561,0.4956643,-0.1157772,12800.66
University of Saint Joseph,main,Master's Universities,382,417.0,0.0,0.0293694,0.6601312,-0.1034692,22489.34
Oklahoma City University,main,National Universities,382,353.0,0.0,0.0932816,0.7122,-0.1033704,21243.49
Point Park University,main,National Universities,383,354.0,0.0,0.0885139,0.5561309,-0.1224548,19563.37
GA Southwestern State Univ. (GA)*,main,Master's Universities,383,287.0,0.0,0.0653171,0.4393225,-0.118284,11382.84
Amridge University,main,Master's Universities,384,322.0,0.0,0.0,0.274568,-0.2666667,16677.5
Roosevelt University,main,National Universities,384,387.0,0.0,0.1049111,0.5182363,-0.1571075,20899.17
Kutztown University (PA)*,main,Master's Universities,385,352.0,0.4046667,0.0046081,0.5717346,-0.1248433,18358.12
Saint Leo University,main,National Universities,385,286.0,0.0,0.0,0.3992044,-0.1043535,16993.71
Northwestern College,main,Master's Universities,386,504.0,0.0,0.1005206,0.6708242,-0.1803632,21183.15
University of Charleston,main,National Universities,386,389.0,0.1993333,0.0,0.4567213,-0.1085131,19761.54
Evangel University,main,Master's Universities,387,524.0,0.0,0.107901,0.6193729,-0.1900211,20689.59
Marymount University,main,National Universities,387,332.0,1.201667,0.0233544,0.6667327,-0.1145995,23233.27
Asbury University,main,Master's Universities,388,510.0,0.0,0.1032144,0.6022629,-0.1565942,20017.21
Xavier University,main,National Universities,388,419.0,0.0,0.0844285,0.6950827,-0.1623853,28107.29
Merrimack College,main,Master's Universities,389,455.0,0.64,0.0622795,0.7233082,-0.1162843,29326.45
Univ. of the Incarnate Word,main,National Universities,389,365.0,1.838333,0.0682015,0.5300826,-0.113086,19953.74
Indiana University–Northwest (IN)*,main,Master's Universities,390,320.0,0.512,0.0667888,0.3478945,-0.0743537,4384.286
Union University,main,National Universities,390,406.0,0.0,0.0442915,0.6332653,-0.1048679,27674.83
Valparaiso University,main,National Universities,391,382.0,0.777,0.0436719,0.6991599,-0.159309,24839.37
Lee University,main,Master's Universities,391,461.0,0.0,0.1345367,0.564943,-0.1513923,15970.21
University of Dubuque,main,Master's Universities,392,301.0,0.0,0.0,0.5115815,-0.1347266,20510.5
Alvernia University,main,National Universities,392,415.0,0.0,0.0748353,0.6090137,-0.147464,25637.85
Olivet Nazarene University,main,Master's Universities,393,451.0,0.0,0.0446872,0.6370461,-0.1946989,16578.97
University of New Orleans (LA)*,main,National Universities,393,358.0,18.49467,0.0071303,0.4550005,-0.0851698,10844.53
Mt. Vernon Nazarene Univ.,main,Master's Universities,394,311.0,0.0,0.0487977,0.6412559,-0.1082698,20408.1
Dominican University,main,National Universities,394,370.0,0.0,0.0423238,0.5298787,-0.1020953,19581.64
Benedictine University,main,Master's Universities,395,481.0,0.05,0.1629074,0.5553295,-0.0713288,22665.58
University of AR–Little Rock (AR)*,main,National Universities,395,375.0,8.212667,0.0975475,0.4161305,-0.1427076,15396.95
Concordia University–Wisconsin,main,National Universities,396,374.0,0.3,0.060554,0.5423166,-0.083257,20605.01
Grace College & Theo. Seminary,main,Master's Universities,396,274.0,0.0,0.0700009,0.6871219,-0.1153552,15180.06
Carroll University,main,Master's Universities,397,478.0,0.0,0.0342167,0.6374261,-0.1171306,20670.01
Mount St. Joseph University,main,National Universities,397,411.0,0.0,0.0476444,0.5294765,-0.1861948,14083.12
Keiser University,main,National Universities,398,363.0,0.4503333,0.003496,0.5187922,-0.0815153,35792.44
Columbia International Univ.,main,Master's Universities,398,290.0,0.0,0.0854329,0.6224995,-0.0488114,17806.01
Chestnut Hill College,main,Master's Universities,399,266.0,0.0,0.0,0.5946596,-0.1156867,22562.52
Harding University,main,National Universities,399,388.0,0.0,0.0709791,0.6738439,-0.1794621,16849.4
University of Findlay,main,National Universities,400,371.0,0.0,0.0599338,0.6284295,-0.1614076,20071.27
California Baptist University,main,Master's Universities,400,295.0,0.0,0.082449,0.6127357,-0.1021269,21700.82
Shenandoah University,main,National Universities,401,412.0,0.0,0.0618179,0.5854568,-0.1104976,24774.3
Berkeley Coll.–Woodland Park (NJ)°,main,Master's Universities,401,242.0,0.0,0.0021017,0.5286328,-0.0727299,15955.67
Samford University,main,National Universities,402,413.0,0.0,0.0563573,0.7218605,-0.1003273,25420.45
Univ. of Wisconsin–Platteville (WI)*,main,Master's Universities,402,227.0,1.199,0.0427114,0.5693777,-0.1042609,11082.54
Chapman University,main,National Universities,403,400.0,28.89733,0.0686673,0.8101505,-0.0680364,32900.41
Rocky Mountain College,main,Master's Universities,403,471.0,0.0,0.0132044,0.5113052,-0.1190131,16601.13
DeSales University,main,National Universities,404,409.0,0.0,0.16175,0.6012625,-0.1562949,23438.66
Sul Ross State University (TX)*,main,Master's Universities,404,224.0,2.245667,0.0120415,0.3889521,-0.0287548,11759.61
Touro College,main,National Universities,405,372.0,0.478,0.0394556,0.5702369,-0.1273931,21161.33
University of WI–Stout (WI)*,main,Master's Universities,405,218.0,0.4426667,0.0896919,0.6128971,-0.1302925,12598.35
Western Colorado University (CO)*,main,Master's Universities,406,547.0,0.652,0.2202994,0.5347312,-0.1167729,13288.36
Lipscomb University,main,National Universities,406,422.0,0.6263334,0.074965,0.6603446,-0.1356498,22344.96
LA State Univ.–Shreveport (LA)*,main,Master's Universities,407,251.0,0.5596667,0.0259062,0.3663963,-0.0793766,7420.623
William Woods University,main,National Universities,407,394.0,0.0,0.1235413,0.5953959,-0.0791167,21976.18
University of Alaska–Anchorage (AK)*,main,Master's Universities,408,501.0,21.68967,0.0260143,0.3317398,-0.1285532,9943.707
University of AL–Huntsville (AL)*,main,National Universities,408,410.0,150.324,0.1026513,0.5679253,-0.1502109,15775.65
University of Bridgeport,main,National Universities,409,391.0,0.0546667,0.0,0.5203913,-0.1206217,24334.16
Lindenwood University,main,Master's Universities,409,364.0,0.0,0.0146421,0.540307,-0.1501708,14255.13
Ashland University,main,Master's Universities,410,315.0,0.0,0.0100885,0.6475204,-0.144262,18888.77
Oral Roberts University,main,National Universities,410,356.0,0.0,0.0214483,0.4539599,-0.154855,18919.59
York College of Pennsylvania,main,Master's Universities,411,387.0,0.0,0.0453141,0.6246067,-0.1406983,17805.29
Hardin-Simmons University,main,National Universities,411,380.0,0.0,0.1027307,0.5148972,-0.1985585,18394.87
Liberty University,main,National Universities,412,385.0,1.522333,0.0496866,0.3692087,-0.2181101,28457.31
Granite State College (NH)*,main,Master's Universities,412,245.0,0.0,0.0108123,0.4379516,-0.1154589,11512.95
Wentworth Institute of Tech.,main,Master's Universities,413,338.0,0.0,0.1796847,0.6834632,-0.0820788,30696.32
Sacred Heart University,main,National Universities,413,425.0,2.003667,0.0940897,0.6826999,-0.1349805,38639.71
University of New England,main,National Universities,414,427.0,6.594666,0.1362146,0.6512992,-0.108215,32091.73
Vanguard Univ. of So. California,main,Master's Universities,414,346.0,0.0,0.0246238,0.6527754,-0.0496374,17978.96
Concordia University–Irvine,main,National Universities,415,392.0,0.0,0.05282,0.6272913,-0.0833238,22355.5
North Greenville University,main,Master's Universities,415,281.0,0.0,0.0,0.597812,-0.0387229,16469.36
Louisiana Tech University (LA)*,main,National Universities,416,414.0,26.86433,0.1159865,0.5472292,-0.1762314,9660.049
Waldorf University (IA)°,main,Master's Universities,416,193.0,0.0,0.0334401,0.565242,-0.0205978,19505.4
Palm Bch. Atl. U.–W. Palm Bch.,main,National Universities,417,423.0,0.0,0.1758463,0.5281787,-0.1290877,24794.04
Caldwell University,main,Master's Universities,417,279.0,0.0,0.0,0.5980742,-0.1313937,14718.96
Utica University,main,Master's Universities,418,390.0,0.5256667,0.0566323,0.5571415,-0.1502721,17853.29
South University–Columbia (SC)°,main,National Universities,418,399.0,0.0,0.0,0.2536941,-0.0457204,21064.15
Andrews University,main,National Universities,419,420.0,0.9593334,0.1583703,0.6021922,-0.1291799,18245.91
Fairmont State University (WV)*,main,Master's Universities,419,505.0,0.0,0.2418446,0.4714657,-0.2666701,9477.823
Bryant University,main,Master's Universities,420,282.0,0.3943333,0.013452,0.816145,-0.0616929,35951.64
Long Island University,main,National Universities,420,416.0,10.74733,0.0365225,0.5229231,-0.1336371,24320.18
Coker University,main,Master's Universities,421,263.0,0.1616667,0.0968659,0.4973837,-0.07927,13471.07
Dallas Baptist University,main,National Universities,421,402.0,0.0,0.089065,0.5423239,-0.1784124,24701.74
Southern Wesleyan University,main,Master's Universities,422,212.0,0.0,0.0435543,0.5715773,-0.0880908,15490.06
Hofstra University,main,National Universities,422,431.0,4.643,0.0657944,0.6316102,-0.1136262,30305.34
University of Akron–Main (OH)*,main,National Universities,423,433.0,0.0,0.0,0.4641247,-0.2351401,16241.72
Angelo State University (TX)*,main,Master's Universities,423,472.0,0.827,0.0834249,0.4253753,-0.1231094,10484.58
Western New England Univ.,main,National Universities,424,403.0,1.51,0.0,0.6316469,-0.1398005,25620.72
Roger Williams University,main,Master's Universities,424,549.0,1.847,0.0941788,0.6286956,-0.0739784,35282.56
New School,main,National Universities,425,424.0,15.56167,0.0858097,0.7222097,-0.1078185,37857.17
So. Arkansas Univ.–Main (AR)*,main,Master's Universities,425,491.0,0.389,0.0971722,0.4352747,-0.1381047,14979.45
Florida Institute of Technology,main,National Universities,426,435.0,19.724,0.1206139,0.6285335,-0.0759267,26857.67
Western CT State University (CT)*,main,Master's Universities,426,353.0,0.4303333,0.0424516,0.5264834,-0.0719329,15470.7
Biola University,main,National Universities,427,421.0,3.043667,0.042691,0.7017345,-0.1019021,24030.61
Freed-Hardeman University,main,Master's Universities,427,492.0,0.0,0.1502757,0.6145696,-0.2058681,15182.2
South College,main,National Universities,428,432.0,0.0,0.0669286,0.3833774,-0.3164648,15586.49
Cameron University (OK)*,main,Master's Universities,428,363.0,0.0,0.1480631,0.2453643,-0.1109469,8052.518
Tulane University,main,National Universities,429,436.0,210.747,0.0857957,0.6866555,-0.0801447,23129.97
Southwest MN State Univ. (MN)*,main,Master's Universities,429,403.0,0.0,0.1369748,0.4972676,-0.1401089,11236.09
Abilene Christian University,main,National Universities,430,430.0,4.512667,0.0226815,0.6426052,-0.1980994,26142.41
Univ. of Northwestern–St. Paul,main,Master's Universities,430,365.0,0.0,0.1133656,0.6481692,-0.065755,18704.69
University of Arizona–Global (AZ)*,main,National Universities,431,417.0,0.0,0.0,0.2062502,0.0125888,22974.21
LeTourneau University,main,Master's Universities,431,361.0,0.2853333,0.0902693,0.5245939,-0.0676089,20873.97
Capitol Technology University,main,National Universities,432,407.0,0.0,0.0233326,0.5016117,-0.1432928,21317.47
Shorter University,main,Master's Universities,432,421.0,0.0,0.0055123,0.5035872,-0.1577807,15898.37
Montana State Univ.–Billings (MT)*,main,Master's Universities,433,406.0,0.5353333,0.0284563,0.3455149,-0.0749232,12832.33
Southeastern University,main,National Universities,433,426.0,0.0,0.077785,0.4775734,-0.103038,26329.76
Coastal Carolina University (SC)*,main,Master's Universities,434,412.0,2.624,0.0851737,0.5010443,-0.0859142,11725.47
University of Hartford,main,National Universities,434,429.0,1.259333,0.0187648,0.5981362,-0.197684,26604.59
Corban University,main,Master's Universities,435,341.0,0.0,0.0290672,0.5999526,-0.0470621,18138.12
St. Thomas University,main,National Universities,435,428.0,0.112,0.0,0.4982459,-0.0896749,25754.41
Mississippi College,main,National Universities,436,434.0,0.0,0.0383883,0.5475712,-0.2073424,16651.99
Peru State College (NE)*,main,Master's Universities,436,495.0,0.0,0.3023858,0.4024473,-0.211136,13272.74
Erskine College and Seminary,main,National Universities,437,437.0,0.0,0.0233369,0.4876514,-0.2544807,36707.23
Humphreys–Stockton/Modesto,main,Master's Universities,437,253.0,0.0,0.0,0.4698391,-0.1111111,10806.0
Capella University (MN)°,main,National Universities,438,438.0,0.0,0.0244321,0.2247037,-0.6666667,16602.46
Southwestern OK State Univ. (OK)*,main,Master's Universities,438,424.0,0.543,0.0022078,0.4561104,-0.1491737,10516.39
Washburn University (KS)*,main,Master's Universities,439,377.0,0.0,0.0554203,0.5458527,-0.2132233,11773.8
Strayer University–Alabama (AL)°,main,Master's Universities,440,155.0,0.0,0.0,0.1352407,0.0,22019.0
Oklahoma Wesleyan University,main,Master's Universities,441,443.0,0.0,0.1618653,0.4512658,-0.1205683,24764.04
St. Thomas Aquinas College,main,Master's Universities,442,414.0,0.0,0.2362312,0.6079832,-0.1715633,15841.78
Southwestern Assemb. of God U.,main,Master's Universities,443,269.0,0.0,0.0412716,0.4401063,-0.0039479,21189.54
Stratford University (VA)°,main,Master's Universities,444,258.0,0.0,0.0,0.326319,0.1587301,24362.17
Midway University,main,Master's Universities,445,439.0,0.0,0.0393606,0.4799871,-0.1021983,20752.27
University of Sioux Falls,main,Master's Universities,446,426.0,0.0,0.2004203,0.5909252,-0.1009026,18400.35
Houston Baptist University,main,Master's Universities,447,395.0,0.0,0.0572611,0.4601893,-0.1045218,17702.85
Southeastern Louisiana Univ. (LA)*,main,Master's Universities,448,356.0,2.129333,0.0699086,0.4232624,-0.1448102,11456.29
Wilson College,main,Master's Universities,449,535.0,0.0,0.19521,0.551298,-0.1016173,18717.07
Newman University,main,Master's Universities,450,449.0,0.0,0.1689566,0.5935205,-0.212572,15781.38
University of Mobile,main,Master's Universities,451,418.0,0.0,0.0985035,0.5110044,-0.061382,18765.23
Stevenson University,main,Master's Universities,452,334.0,0.0,0.0065602,0.6172215,-0.1149836,19220.9
Warner University,main,Master's Universities,453,276.0,0.0,0.0,0.4677046,-0.1014825,18513.8
Neumann University,main,Master's Universities,454,432.0,0.0,0.0866622,0.5406793,-0.1456964,25398.93
Cornerstone University,main,Master's Universities,455,298.0,0.0,0.0603821,0.6423044,-0.1252851,18544.27
Iona University,main,Master's Universities,456,399.0,0.4333333,0.1372672,0.6503554,-0.1369915,27777.26
Doane University,main,Master's Universities,457,502.0,0.0,0.0871999,0.6313215,-0.1726225,20941.33
Nicholls State University (LA)*,main,Master's Universities,458,456.0,0.6293333,0.2551794,0.4722278,-0.2003566,11236.09
Wayland Baptist University,main,Master's Universities,459,433.0,0.0,0.1160127,0.40126,-0.0734996,22247.05
Goldey-Beacom College,main,Master's Universities,460,239.0,0.0,0.0,0.563175,-0.1469381,15824.87
Fairleigh Dickinson U.–Florham,main,Master's Universities,461,296.0,0.0,0.0,0.6099312,-0.1068733,12672.77
Jacksonville State University (AL)*,main,Master's Universities,462,436.0,0.572,0.1191193,0.5061566,-0.1596754,16705.54
CUNY College of Staten Island (NY)*,main,Master's Universities,463,306.0,3.362333,0.0,0.3505442,-0.1288329,5126.167
Rivier University,main,Master's Universities,464,484.0,0.0,0.0696208,0.5574577,-0.0652415,24185.28
McNeese State University (LA)*,main,Master's Universities,465,368.0,0.5603333,0.1229587,0.477437,-0.1384787,8618.922
Middle Georgia State Univ. (GA)*,main,Master's Universities,466,459.0,0.1116667,0.1517053,0.2850734,-0.074342,10565.7
New York Institute of Tech.,main,Master's Universities,467,440.0,4.533333,0.0121737,0.5380012,-0.0658914,18564.46
Lourdes University,main,Master's Universities,468,508.0,0.0,0.0909874,0.4106509,-0.0752882,18415.38
Eastern Nazarene College,main,Master's Universities,469,565.0,0.0,0.1479139,0.4627723,-0.1389915,17866.52
Minot State University (ND)*,main,Master's Universities,470,487.0,0.3173333,0.12264,0.475908,-0.2268295,9978.835
Herzing University–Madison (WI)°,main,Master's Universities,471,444.0,0.0,0.01735,0.3040941,-0.164029,23848.5
Bushnell University,main,Master's Universities,472,370.0,0.0,0.0217384,0.553233,-0.1209918,19633.32
University of North Alabama (AL)*,main,Master's Universities,473,420.0,0.3963333,0.065515,0.5168262,-0.1786653,10674.24
Franciscan Univ.–Steubenville,main,Master's Universities,474,446.0,0.0,0.0629571,0.7506578,-0.0638871,19740.58
Troy University (AL)*,main,Master's Universities,475,488.0,1.919,0.0928123,0.388071,-0.1626561,14106.68
University of Alaska Southeast (AK)*,main,Master's Universities,476,490.0,1.336667,0.210746,0.3704,-0.2002715,6440.58
Southern Univ. at New Orleans (LA)*,main,Master's Universities,477,483.0,0.6413333,0.0959283,0.3584173,-0.1344349,14600.64
National University,main,Master's Universities,478,437.0,0.0,0.007752,0.3651273,-0.0818519,24636.67
Purdue University Northwest (IN)*,main,Master's Universities,479,359.0,5.957667,0.0150121,0.469806,-0.1058981,7307.339
Youngstown State University (OH)*,main,Master's Universities,480,494.0,3.684,0.0635583,0.449626,-0.214522,10127.77
Georgian Court University,main,Master's Universities,481,374.0,0.0,0.0212921,0.6497008,-0.1863879,15673.12
Eastern NM University–Main (NM)*,main,Master's Universities,482,429.0,0.3386667,0.0486784,0.4633979,-0.0695915,6374.774
